"time","multiSensor_Tpm.T","multiSensor_Tpm3.T","multiSensor_Tpm2.T","multiSensor_Tpm1.T"
38.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
38.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
39,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
39.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
39.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
39.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
39.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
40,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
40.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
40.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
40.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
40.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
41,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
41.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
41.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
41.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
41.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
42,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
42.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
42.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
42.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
42.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
43,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
43.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
43.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
43.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
43.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
44,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
44.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
44.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
44.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
44.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
45,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
45.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
45.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
45.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
45.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
46,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
46.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
46.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
46.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
46.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
47,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
47.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
47.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
47.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
47.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
48,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
48.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
48.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
48.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
48.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
49,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
49.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
49.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
49.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
49.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
50,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
50.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
50.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
50.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
50.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
51,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
51.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
51.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
51.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
51.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
52,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
52.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
52.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
52.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
52.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
53,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
53.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
53.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
53.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
53.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
54,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
54.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
54.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
54.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
54.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
55,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
55.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
55.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
55.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
55.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
56,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
56.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
56.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
56.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
56.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
57,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
57.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
57.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
57.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
57.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
58,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
58.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
58.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
58.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
58.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
59,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
59.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
59.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
59.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
59.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
60,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
60.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
60.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
60.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
60.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
61,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
61.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
61.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
61.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
61.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
62,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
62.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
62.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
62.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
62.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
63,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
63.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
63.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
63.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
63.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
64,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
64.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
64.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
64.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
64.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
65,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
65.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
65.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
65.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
65.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
66,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
66.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
66.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
66.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
66.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
67,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
67.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
67.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
67.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
67.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
68,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
68.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
68.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
68.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
68.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
69,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
69.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
69.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
69.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
69.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
70,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
70.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
70.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
70.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
70.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
71,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
71.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
71.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
71.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
71.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
72,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
72.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
72.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
72.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
72.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
73,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
73.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
73.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
73.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
73.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
74,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
74.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
74.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
74.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
74.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
75,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
75.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
75.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
75.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
75.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
76,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
76.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
76.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
76.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
76.8,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
77,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
77.2,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
77.4,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
77.6,79.99893049799834,20.0231885829009,40.71152030495455,46.93962902561441
